C2 C3,2,TDK,CGA3E2X7R1E104K080AA
CONN1,1,GCT,BC034-08-A-V-0150-L-C
IC1,1,Bosch Sensortec,BME680
IC2,1,Sensirion,SHT40-BD1B-R2
IC3,1,ams Osram,TSL25911FN
